,location,total_sqft,bath,price,bhk
6662,Thanisandra,662.0,1.0,42.0,1
6664,Thanisandra,1948.0,3.0,130.0,3
6666,Thanisandra,1098.0,2.0,74.0,2
6668,Thanisandra,1564.0,3.0,104.0,3
6674,Thanisandra,2127.0,3.0,135.0,3
6675,Thanisandra,1276.0,2.0,75.0,2
6676,Thanisandra,693.0,1.0,34.3,1
6678,Thanisandra,1265.0,2.0,78.0,2
6680,Thanisandra,934.0,2.0,55.0,2
6681,Thanisandra,1056.0,2.0,68.0,2
6682,Thanisandra,1595.0,3.0,110.0,3
6683,Thanisandra,1411.0,3.0,93.15,3
6685,Thanisandra,1093.0,2.0,68.1,2
6687,Thanisandra,1093.0,2.0,72.0,2
6689,Thanisandra,1698.0,3.0,107.0,3
6690,Thanisandra,1564.0,3.0,105.0,3
6691,Thanisandra,1265.0,2.0,83.0,2
6692,Thanisandra,965.0,2.0,56.0,2
6693,Thanisandra,1546.0,3.0,95.0,3
6694,Thanisandra,1697.0,3.0,110.0,3
6695,Thanisandra,1492.0,3.0,88.0,3
6696,Thanisandra,2072.0,3.0,122.0,3
6697,Thanisandra,1880.0,3.0,120.0,3
6698,Thanisandra,760.0,1.0,50.0,1
6700,Thanisandra,933.0,2.0,58.0,1
6701,Thanisandra,1917.0,3.0,110.0,3
6702,Thanisandra,1996.0,4.0,123.0,3
6703,Thanisandra,1183.0,2.0,77.25,2
6704,Thanisandra,1491.0,3.0,88.0,3
6706,Thanisandra,662.0,1.0,29.0,1
6708,Thanisandra,1564.0,3.0,100.0,3
6709,Thanisandra,662.0,1.0,45.0,1
6710,Thanisandra,1573.0,3.0,98.0,3
6711,Thanisandra,1262.0,2.0,83.0,3
6712,Thanisandra,1056.0,2.0,65.0,2
6713,Thanisandra,1702.0,3.0,115.0,3
6715,Thanisandra,1935.0,4.0,122.0,3
6716,Thanisandra,933.0,2.0,55.0,2
6717,Thanisandra,1183.0,2.0,77.3,2
6718,Thanisandra,662.0,1.0,38.0,1
6719,Thanisandra,1265.0,2.0,72.0,2
6720,Thanisandra,1595.0,3.0,105.0,3
6722,Thanisandra,580.0,1.0,27.5,1
6723,Thanisandra,2087.0,4.0,139.0,3
6725,Thanisandra,1098.0,2.0,71.0,2
6726,Thanisandra,1411.0,3.0,93.25,3
6729,Thanisandra,1732.0,3.0,112.0,3
6730,Thanisandra,933.0,1.0,61.0,1
6731,Thanisandra,1702.0,3.0,107.0,3
6732,Thanisandra,2030.0,4.0,125.0,3
6734,Thanisandra,1948.0,4.0,129.0,4
6735,Thanisandra,1573.0,3.0,90.0,3
6736,Thanisandra,1056.0,2.0,70.0,2
6737,Thanisandra,1595.0,3.0,96.0,3
6740,Thanisandra,1245.0,2.0,83.05,2
6741,Thanisandra,1261.0,2.0,80.0,3
6742,Thanisandra,1884.0,4.0,117.0,3
6744,Thanisandra,1930.0,4.0,122.0,3
6746,Thanisandra,1930.0,4.0,120.0,3
6747,Thanisandra,760.0,1.0,50.4,1
6748,Thanisandra,663.0,1.0,32.82,1
6749,Thanisandra,1801.0,3.0,115.0,3
6750,Thanisandra,1806.0,6.0,116.0,3
6751,Thanisandra,3671.0,4.0,220.0,4
6753,Thanisandra,1305.0,2.0,90.0,2
6754,Thanisandra,1965.0,4.0,125.0,3
6755,Thanisandra,1573.0,3.0,100.0,3
6757,Thanisandra,1917.0,4.0,130.0,4
6759,Thigalarapalya,3122.0,6.0,230.0,4
6761,Thigalarapalya,1297.0,2.0,103.0,2
6762,Thigalarapalya,1418.0,2.0,95.0,2
6763,Thigalarapalya,3122.0,6.0,235.0,4
6764,Thigalarapalya,3122.0,6.0,245.0,4
6766,Thigalarapalya,1418.0,2.0,103.0,2
6767,Thigalarapalya,1418.0,2.0,101.0,2
6768,Thigalarapalya,1418.0,2.0,104.0,2
6770,Thigalarapalya,3122.0,5.0,225.0,4
6771,Thigalarapalya,2912.0,6.0,210.0,4
6772,Thigalarapalya,1418.0,2.0,103.0,2
6773,Thigalarapalya,2072.0,4.0,159.0,3
6775,Thigalarapalya,1418.0,2.0,106.0,2
6777,Thigalarapalya,1418.0,2.0,104.0,2
6778,Thigalarapalya,3122.0,6.0,237.0,4
6779,Thigalarapalya,1418.0,2.0,105.0,2
6780,Thigalarapalya,1418.0,2.0,104.0,2
6783,Thigalarapalya,1418.0,2.0,106.0,2
6784,Thigalarapalya,2072.0,4.0,155.0,3
6785,Thigalarapalya,1830.0,4.0,135.0,3
6786,Thigalarapalya,1418.0,2.0,105.0,2
6787,Thigalarapalya,2072.0,4.0,160.0,3
6791,Thigalarapalya,2072.0,4.0,160.0,3
6792,Thigalarapalya,2072.0,4.0,155.0,3
6793,Thigalarapalya,3122.0,6.0,235.0,4
6794,Thigalarapalya,2072.0,4.0,153.0,3
6796,Thigalarapalya,2072.0,4.0,157.0,3
6797,Thigalarapalya,1418.0,2.0,105.0,2
6798,Thigalarapalya,3362.0,5.0,249.0,4
6799,Thigalarapalya,3122.0,6.0,245.0,4
6802,Thigalarapalya,4190.0,4.0,325.0,4
6806,Thigalarapalya,1400.0,2.0,105.0,2
6808,Thigalarapalya,1297.0,2.0,98.0,2
6810,Thubarahalli,3800.0,4.0,239.0,4
6811,Thubarahalli,1200.0,2.0,78.0,2
6812,Thubarahalli,1128.0,2.0,75.0,2
6813,Thubarahalli,1185.0,2.0,65.0,2
6814,Thubarahalli,975.0,2.0,55.0,2
6815,Thubarahalli,1330.0,2.0,75.0,2
6816,Thubarahalli,1085.0,2.0,70.0,2
6817,Thubarahalli,1216.0,2.0,80.0,2
6818,Thubarahalli,1200.0,2.0,79.0,2
6819,Thubarahalli,1200.0,2.0,80.0,2
6820,Thubarahalli,1200.0,2.0,79.55,2
6822,Thubarahalli,2625.0,3.0,175.0,3
6823,Thubarahalli,975.0,2.0,50.0,2
6825,Thubarahalli,1584.0,3.0,101.0,3
6826,Thyagaraja Nagar,800.0,1.0,100.0,1
6827,Thyagaraja Nagar,2000.0,4.0,145.0,5
6828,Thyagaraja Nagar,1270.0,2.0,95.25,3
6829,Thyagaraja Nagar,1040.0,2.0,68.0,2
6830,Tindlu,1500.0,2.0,87.0,3
6831,Tindlu,7500.0,7.0,400.0,7
6832,Tindlu,1357.0,2.0,65.0,3
6833,Tindlu,1500.0,3.0,87.0,3
6834,Tindlu,1370.07,3.0,65.0,3
6835,Tindlu,1165.0,2.0,59.8,2
6836,Tindlu,1050.0,2.0,55.0,2
6837,Tindlu,1100.0,2.0,55.0,2
6838,Tumkur Road,1500.0,3.0,95.0,3
6839,Tumkur Road,1779.0,3.0,112.0,3
6840,Tumkur Road,1586.0,3.0,100.0,3
6841,Tumkur Road,1098.0,2.0,72.0,2
6842,Tumkur Road,1354.0,3.0,90.0,3
6843,Tumkur Road,1240.0,2.0,84.0,3
6844,Tumkur Road,1239.0,2.0,82.0,2
6845,Tumkur Road,1246.0,2.0,82.0,2
6846,Tumkur Road,1500.0,3.0,100.0,3
6848,Tumkur Road,1416.0,3.0,94.0,3
6849,Tumkur Road,1027.0,2.0,60.0,2
6850,Tumkur Road,1027.0,2.0,68.62,2
6851,Tumkur Road,1459.0,2.0,95.0,3
6852,Tumkur Road,992.0,2.0,60.0,2
6853,Tumkur Road,1066.0,2.0,52.5,2
6854,Tumkur Road,708.0,2.0,32.0,2
6855,Tumkur Road,1240.0,2.0,79.0,3
6856,Tumkur Road,1441.0,2.0,95.0,3
6857,Tumkur Road,1240.0,2.0,83.0,3
6858,Tumkur Road,1027.0,2.0,67.0,2
6860,Tumkur Road,992.0,2.0,70.0,2
6861,Tumkur Road,1354.0,3.0,85.86,3
6862,Ulsoor,2135.0,3.0,215.0,3
6863,Ulsoor,1275.0,2.0,120.0,2
6864,Ulsoor,1020.0,3.0,110.0,3
6865,Ulsoor,1200.0,2.0,60.0,2
6866,Ulsoor,1180.0,2.0,100.0,2
6867,Ulsoor,1340.0,3.0,90.0,3
6868,Ulsoor,1500.0,2.0,125.0,3
6869,Ulsoor,2000.0,3.0,185.0,3
6870,Ulsoor,1255.0,2.0,120.0,2
6871,Ulsoor,1685.0,4.0,185.0,3
6873,Ulsoor,2135.0,3.0,170.0,3
6874,Ulsoor,1160.0,2.0,130.0,2
6875,Uttarahalli,1440.0,2.0,62.0,3
6876,Uttarahalli,1143.0,2.0,45.0,2
6877,Uttarahalli,1020.0,2.0,45.0,2
6878,Uttarahalli,1286.0,2.0,63.0,2
6879,Uttarahalli,1101.0,2.0,45.0,2
6880,Uttarahalli,1345.0,2.0,67.0,2
6883,Uttarahalli,1175.0,2.0,47.0,2
6884,Uttarahalli,1390.0,2.0,62.55,3
6885,Uttarahalli,1330.0,2.0,56.0,3
6886,Uttarahalli,1008.0,2.0,45.0,2
6887,Uttarahalli,1390.0,2.0,60.47,3
6888,Uttarahalli,1617.0,3.0,66.68,3
6889,Uttarahalli,1150.0,2.0,49.0,2
6890,Uttarahalli,1330.0,2.0,56.0,3
6891,Uttarahalli,1200.0,2.0,44.0,2
6894,Uttarahalli,882.0,2.0,30.0,2
6895,Uttarahalli,993.0,2.0,39.71,2
6896,Uttarahalli,1045.0,2.0,45.0,2
6897,Uttarahalli,850.0,2.0,37.93,2
6899,Uttarahalli,3600.0,6.0,120.0,6
6900,Uttarahalli,1788.0,3.0,98.34,3
6901,Uttarahalli,1345.0,2.0,57.0,3
6902,Uttarahalli,1089.0,2.0,43.55,2
6904,Uttarahalli,1279.0,2.0,48.0,2
6906,Uttarahalli,1425.0,2.0,64.0,3
6907,Uttarahalli,1155.0,2.0,40.42,2
6908,Uttarahalli,1050.0,2.0,42.0,2
6909,Uttarahalli,1300.0,2.0,55.0,3
6910,Uttarahalli,1250.0,2.0,55.0,3
6911,Uttarahalli,1700.0,3.0,88.0,3
6912,Uttarahalli,1200.0,3.0,50.0,3
6913,Uttarahalli,1085.0,2.0,43.0,2
6915,Uttarahalli,1175.0,2.0,47.0,2
6916,Uttarahalli,1689.28,3.0,91.2,3
6917,Uttarahalli,1175.0,2.0,47.0,2
6918,Uttarahalli,1137.0,2.0,63.0,2
6919,Uttarahalli,1215.0,2.0,52.85,3
6920,Uttarahalli,1325.0,2.0,53.0,2
6921,Uttarahalli,1300.0,2.0,60.0,3
6922,Uttarahalli,850.0,2.0,35.0,2
6923,Uttarahalli,1627.86,3.0,88.0,3
6925,Uttarahalli,1360.0,2.0,61.2,3
6926,Uttarahalli,661.0,1.0,36.0,1
6927,Uttarahalli,1134.0,2.0,45.36,2
6929,Uttarahalli,1320.0,2.0,55.44,3
6930,Uttarahalli,1390.0,2.0,61.16,3
6931,Uttarahalli,1090.0,2.0,45.0,2
6932,Uttarahalli,1050.0,2.0,42.0,2
6933,Uttarahalli,1123.0,2.0,48.0,2
6934,Uttarahalli,1329.0,2.0,56.0,3
6935,Uttarahalli,938.0,2.0,35.0,2
6938,Uttarahalli,1100.0,1.0,45.0,2
6939,Uttarahalli,1125.0,2.0,47.0,2
6941,Uttarahalli,1685.0,3.0,85.0,3
6942,Uttarahalli,1390.0,2.0,62.55,3
6944,Uttarahalli,1180.0,2.0,41.3,2
6945,Uttarahalli,1380.0,2.0,42.0,2
6946,Uttarahalli,1737.0,2.0,95.0,3
6948,Uttarahalli,1160.0,2.0,45.0,2
6949,Uttarahalli,1280.0,2.0,60.0,3
6951,Uttarahalli,1190.0,2.0,53.55,2
6952,Uttarahalli,1330.0,2.0,57.0,3
6953,Uttarahalli,1560.0,3.0,74.0,3
6955,Uttarahalli,1125.0,2.0,48.0,2
6956,Uttarahalli,1320.0,2.0,55.44,3
6958,Uttarahalli,1160.0,2.0,40.6,2
6961,Uttarahalli,1065.0,2.0,42.59,2
6962,Uttarahalli,1075.0,2.0,46.76,2
6963,Uttarahalli,1155.0,2.0,40.6,2
6966,Uttarahalli,1215.0,2.0,52.85,3
6968,Uttarahalli,1180.0,2.0,41.3,2
6971,Uttarahalli,1002.0,2.0,40.08,2
6972,Uttarahalli,1002.0,2.0,40.08,2
6973,Uttarahalli,1075.0,2.0,40.0,2
6975,Uttarahalli,1155.0,2.0,40.43,2
6977,Uttarahalli,1025.0,2.0,35.88,2
6978,Uttarahalli,1125.0,2.0,47.65,2
6979,Uttarahalli,1300.0,2.0,55.0,2
6980,Uttarahalli,1025.0,2.0,35.88,2
6981,Uttarahalli,980.0,2.0,45.0,2
6982,Uttarahalli,1125.0,2.0,47.0,2
6987,Uttarahalli,1175.0,2.0,47.0,2
6990,Uttarahalli,1525.0,2.0,62.82,3
6991,Uttarahalli,1265.0,2.0,65.0,3
6994,Uttarahalli,1213.0,2.0,48.0,2
6996,Uttarahalli,900.0,2.0,35.0,2
6997,Uttarahalli,1065.0,2.0,42.6,2
7000,Uttarahalli,1125.0,2.0,47.0,2
7001,Uttarahalli,1270.0,2.0,55.25,3
7002,Uttarahalli,1270.0,2.0,55.25,3
7003,Uttarahalli,1107.0,2.0,45.0,2
7004,Uttarahalli,1200.0,2.0,55.0,2
7006,Uttarahalli,1460.0,3.0,76.0,3
7007,Uttarahalli,1500.0,3.0,68.0,3
7008,Uttarahalli,1120.0,2.0,50.0,2
7009,Uttarahalli,1150.0,2.0,46.0,2
7010,Uttarahalli,1330.0,2.0,58.0,3
7012,Uttarahalli,1050.0,2.0,42.0,2
7013,Uttarahalli,1125.0,2.0,48.0,2
7015,Uttarahalli,1345.0,2.0,57.0,3
7016,Uttarahalli,1345.0,2.0,57.0,3
7018,Uttarahalli,1000.0,2.0,52.0,2
7019,Uttarahalli,1037.0,2.0,36.0,2
7021,Uttarahalli,1000.0,2.0,39.5,2
7022,Uttarahalli,1125.0,1.0,45.0,2
7024,Uttarahalli,1160.0,2.0,40.58,2
7025,Uttarahalli,1123.0,2.0,60.0,2
7027,Uttarahalli,1000.0,2.0,35.0,2
7028,Uttarahalli,1330.0,2.0,57.0,3
7029,Uttarahalli,1125.0,2.0,47.0,2
7030,Uttarahalli,1165.0,1.0,42.09,2
7031,Uttarahalli,1260.0,2.0,55.0,2
7032,Uttarahalli,1284.0,2.0,53.36,2
7033,Uttarahalli,1150.0,2.0,45.99,2
7035,Uttarahalli,1290.0,2.0,56.12,3
7036,Uttarahalli,1328.0,2.0,56.0,3
7037,Uttarahalli,1040.0,2.0,36.4,2
7038,Uttarahalli,1290.0,2.0,56.12,3
7040,Uttarahalli,1075.0,2.0,46.76,2
7041,Uttarahalli,1345.0,2.0,57.0,3
7042,Varthur,1160.0,2.0,44.0,2
7043,Varthur,1385.0,2.0,80.0,2
7045,Varthur,1024.0,2.0,42.0,2
7046,Varthur,1125.0,2.0,40.0,2
7047,Varthur,1112.0,2.0,40.0,2
7048,Varthur,1055.0,2.0,45.35,2
7049,Varthur,1280.0,2.0,65.0,2
7050,Varthur,977.0,2.0,36.0,2
7051,Varthur,1250.0,3.0,71.0,3
7052,Varthur,1200.0,3.0,67.75,3
7053,Varthur,1111.0,2.0,41.88,2
7054,Varthur,1140.0,2.0,55.5,2
7055,Varthur,1012.0,2.0,59.0,2
7056,Varthur,1140.0,2.0,39.9,2
7057,Varthur,1090.0,2.0,48.0,2
7058,Varthur,1450.0,3.0,71.0,3
7059,Varthur,1210.0,2.0,60.0,2
7060,Varthur,1070.0,2.0,46.0,2
7061,Varthur,1360.0,2.0,85.0,3
7062,Varthur,965.0,2.0,34.0,2
7063,Varthur,1120.0,2.0,44.24,2
7064,Varthur,1395.0,2.0,79.0,3
7065,Varthur,1085.0,2.0,45.0,2
7066,Varthur,1250.0,2.0,47.0,2
7067,Varthur,1200.0,3.0,68.38,3
7069,Varthur,1155.0,2.0,60.0,2
7070,Varthur,1035.0,2.0,60.0,2
7071,Varthur,1155.0,2.0,39.0,2
7072,Varthur,1180.0,2.0,55.0,2
7074,Varthur,1738.0,2.0,57.35,2
7075,Varthur,1045.0,2.0,40.65,2
7076,Varthur,1155.0,2.0,39.0,2
7078,Varthur,1210.0,2.0,64.15,2
7080,Varthur,1105.0,2.0,38.0,2
7081,Varthur,1560.0,3.0,90.0,3
7082,Varthur,1760.0,2.0,85.0,2
7083,Varthur,1210.0,2.0,54.0,2
7084,Varthur,1112.0,2.0,40.0,2
7086,Varthur,1000.0,1.0,65.0,2
7088,Varthur Road,900.0,2.0,27.0,2
7089,Varthur Road,1277.0,2.0,59.0,2
7090,Varthur Road,1247.0,2.0,58.0,3
7091,Varthur Road,1050.0,2.0,42.7,2
7092,Varthur Road,1255.0,2.0,52.76,2
7094,Varthur Road,1033.0,2.0,32.0,2
7095,Varthur Road,1140.0,2.0,49.11,2
7096,Varthur Road,850.0,2.0,25.4,2
7097,Vasanthapura,1022.0,2.0,40.0,2
7098,Vasanthapura,1135.0,2.0,39.73,2
7099,Vasanthapura,995.0,2.0,34.82,2
7100,Vasanthapura,995.0,2.0,34.82,2
7101,Vasanthapura,1037.0,2.0,36.28,2
7102,Vasanthapura,978.0,2.0,34.22,2
7103,Vasanthapura,1037.0,2.0,36.28,2
7104,Vidyaranyapura,1440.0,2.0,95.0,2
7105,Vidyaranyapura,1062.0,2.0,38.0,2
7106,Vidyaranyapura,1200.0,2.0,55.0,2
7107,Vidyaranyapura,1200.0,4.0,90.0,4
7109,Vidyaranyapura,1060.0,2.0,55.0,2
7110,Vidyaranyapura,1100.0,2.0,54.0,2
7111,Vidyaranyapura,1440.0,2.0,70.0,3
7112,Vidyaranyapura,1100.0,2.0,54.0,2
7113,Vidyaranyapura,1000.0,2.0,35.0,2
7115,Vidyaranyapura,1120.0,2.0,70.0,2
7116,Vidyaranyapura,945.0,2.0,40.0,2
7117,Vidyaranyapura,1100.0,2.0,54.0,2
7118,Vidyaranyapura,1200.0,2.0,65.0,3
7119,Vidyaranyapura,1200.0,2.0,52.0,2
7120,Vidyaranyapura,1050.0,2.0,50.0,2
7121,Vidyaranyapura,1188.0,2.0,50.0,2
7122,Vidyaranyapura,1100.0,2.0,75.0,3
7123,Vidyaranyapura,1100.0,2.0,72.0,3
7124,Vidyaranyapura,2400.0,5.0,135.0,4
7125,Vidyaranyapura,1100.0,2.0,41.0,2
7126,Vidyaranyapura,1200.0,2.0,60.5,2
7127,Vidyaranyapura,1200.0,2.0,42.0,2
7128,Vijayanagar,1704.0,3.0,110.0,3
7129,Vijayanagar,1933.0,3.0,129.0,3
7131,Vijayanagar,1450.0,3.0,100.0,3
7132,Vijayanagar,1580.0,2.0,134.0,3
7133,Vijayanagar,1826.0,3.0,121.0,3
7134,Vijayanagar,1739.0,3.0,116.0,3
7135,Vijayanagar,1490.0,3.0,100.0,3
7136,Vijayanagar,1180.0,2.0,65.0,2
7137,Vijayanagar,606.0,1.0,34.78,1
7138,Vijayanagar,1352.0,2.0,68.0,2
7139,Vijayanagar,1527.0,3.0,115.0,3
7140,Vijayanagar,989.0,2.0,60.0,2
7141,Vijayanagar,1520.0,2.0,103.0,3
7142,Vijayanagar,1749.0,3.0,117.0,3
7143,Vijayanagar,1046.0,2.0,75.0,2
7144,Vijayanagar,606.0,1.0,40.0,1
7145,Vijayanagar,1200.0,2.0,62.0,2
7148,Vijayanagar,1760.0,3.0,140.0,3
7149,Vijayanagar,2047.0,3.0,136.0,3
7150,Vijayanagar,1200.0,2.0,75.0,3
7151,Vijayanagar,1178.0,2.0,82.0,2
7152,Vijayanagar,864.0,2.0,45.0,2
7153,Vijayanagar,2100.0,6.0,252.0,4
7154,Vijayanagar,920.0,2.0,60.0,2
7155,Vijayanagar,1019.0,2.0,58.0,2
7156,Vijayanagar,2400.0,6.0,125.0,5
7157,Vijayanagar,1180.0,2.0,86.0,2
7158,Vijayanagar,1046.0,2.0,49.06,2
7159,Vijayanagar,2400.0,2.0,230.0,1
7160,Vijayanagar,492.0,1.0,40.0,1
7162,Vishveshwarya Layout,750.0,1.0,30.0,1
7163,Vishveshwarya Layout,2000.0,4.0,75.0,4
7164,Vishveshwarya Layout,2100.0,6.0,92.0,6
7165,Vishveshwarya Layout,2000.0,3.0,90.0,4
7166,Vishwapriya Layout,820.0,2.0,30.0,2
7167,Vishwapriya Layout,770.0,2.0,30.0,2
7168,Vishwapriya Layout,910.0,2.0,36.0,2
7169,Vishwapriya Layout,890.0,2.0,37.0,2
7170,Vittasandra,1404.0,2.0,71.0,2
7171,Vittasandra,1246.0,2.0,67.0,2
7172,Vittasandra,1404.0,2.0,69.3,2
7173,Vittasandra,1246.0,2.0,67.3,2
7174,Vittasandra,1246.0,2.0,64.5,2
7175,Vittasandra,1246.0,2.0,64.5,2
7176,Vittasandra,1246.0,2.0,68.0,2
7178,Vittasandra,1238.0,2.0,67.0,2
7179,Vittasandra,1404.0,2.0,75.0,2
7180,Vittasandra,1246.0,2.0,65.0,2
7181,Vittasandra,1238.0,2.0,67.0,2
7182,Vittasandra,1246.0,2.0,67.4,2
7183,Vittasandra,1259.0,2.0,67.4,2
7184,Vittasandra,1404.0,2.0,68.8,2
7185,Vittasandra,1246.0,2.0,62.3,2
7186,Vittasandra,1246.0,2.0,63.0,2
7187,Vittasandra,1246.0,2.0,67.4,2
7188,Vittasandra,1246.0,2.0,65.4,2
7190,Vittasandra,1238.0,2.0,67.32,2
7191,Vittasandra,1246.0,2.0,67.4,2
7193,Vittasandra,1246.0,2.0,67.3,2
7194,Vittasandra,1404.0,2.0,70.0,2
7195,Vittasandra,1259.0,2.0,67.48,2
7196,Vittasandra,1404.0,2.0,75.0,2
7198,Vittasandra,1246.0,2.0,67.0,2
7201,Vittasandra,1404.0,2.0,72.0,2
7202,Vittasandra,1246.0,2.0,67.5,2
7203,Vittasandra,1246.0,2.0,67.5,2
7204,Vittasandra,1404.0,2.0,70.0,2
7205,Vittasandra,1246.0,2.0,65.0,2
7206,Vittasandra,1246.0,2.0,67.4,2
7210,Whitefield,1610.0,3.0,81.0,3
7211,Whitefield,1459.0,2.0,94.82,2
7216,Whitefield,1280.0,2.0,75.0,2
7218,Whitefield,1910.0,3.0,161.0,3
7219,Whitefield,3252.0,4.0,230.0,4
7220,Whitefield,11890.0,4.0,700.0,4
7223,Whitefield,1150.0,2.0,70.0,2
7224,Whitefield,1768.0,3.0,101.0,3
7226,Whitefield,4144.0,4.0,315.0,4
7227,Whitefield,4104.0,4.0,360.0,4
7228,Whitefield,1790.0,3.0,100.0,3
7229,Whitefield,1720.0,3.0,100.0,3
7231,Whitefield,1640.0,4.0,91.0,3
7234,Whitefield,2280.0,4.0,126.0,3
7236,Whitefield,1447.0,2.0,83.0,2
7238,Whitefield,1897.0,3.0,130.0,3
7239,Whitefield,2225.0,2.0,125.0,3
7243,Whitefield,2268.0,3.0,163.0,4
7246,Whitefield,2400.0,4.0,200.0,4
7248,Whitefield,1360.0,2.0,95.0,2
7250,Whitefield,1697.0,3.0,94.79,3
7251,Whitefield,5000.0,4.0,400.0,4
7252,Whitefield,3000.0,5.0,250.0,4
7253,Whitefield,1700.0,3.0,115.0,3
7256,Whitefield,2842.0,3.0,162.0,3
7260,Whitefield,1500.0,3.0,130.0,3
7261,Whitefield,1280.0,2.0,75.0,2
7263,Whitefield,1405.0,2.0,78.0,3
7264,Whitefield,2225.0,3.0,115.0,3
7265,Whitefield,1272.0,2.0,95.05,2
7268,Whitefield,1192.0,2.0,71.0,2
7272,Whitefield,1626.0,3.0,89.0,3
7273,Whitefield,1585.0,3.0,88.0,3
7274,Whitefield,995.0,2.0,28.585,1
7276,Whitefield,1280.0,2.0,85.0,2
7277,Whitefield,1200.0,3.0,68.5,3
7278,Whitefield,4000.0,4.0,330.0,4
7279,Whitefield,1697.0,3.0,108.0,3
7281,Whitefield,3606.0,4.0,312.0,4
7282,Whitefield,1485.0,2.0,90.0,2
7283,Whitefield,950.0,1.0,50.0,1
7284,Whitefield,3584.0,4.0,199.0,4
7285,Whitefield,825.0,1.0,45.0,1
7288,Whitefield,1635.0,2.0,85.0,3
7289,Whitefield,1216.0,2.0,79.0,2
7295,Whitefield,920.0,2.0,63.0,2
7297,Whitefield,1170.0,2.0,71.0,2
7298,Whitefield,1118.0,2.0,75.0,2
7299,Whitefield,1800.0,3.0,110.0,3
7300,Whitefield,1562.0,3.0,103.0,3
7301,Whitefield,1190.0,2.0,67.0,2
7303,Whitefield,2321.0,4.0,128.0,3
7304,Whitefield,1320.0,2.0,95.0,2
7307,Whitefield,3010.0,3.0,200.0,3
7308,Whitefield,1346.0,2.0,96.17,2
7309,Whitefield,3850.0,5.0,316.0,3
7313,Whitefield,2500.0,4.0,155.0,4
7314,Whitefield,905.0,1.0,55.0,1
7316,Whitefield,2268.0,3.0,146.0,4
7319,Whitefield,937.0,1.0,32.79,1
7320,Whitefield,3537.0,5.0,210.0,4
7322,Whitefield,1697.0,3.0,115.0,3
7326,Whitefield,3250.0,5.0,290.0,5
7330,Whitefield,1269.0,2.0,75.0,2
7331,Whitefield,3227.0,5.0,250.0,5
7332,Whitefield,1545.0,3.0,79.0,3
7335,Whitefield,3262.0,4.0,260.0,4
7337,Whitefield,1132.0,2.0,79.28,2
7340,Whitefield,2830.0,5.0,160.0,4
7342,Whitefield,1195.0,2.0,70.0,2
7343,Whitefield,3480.0,4.0,284.0,3
7345,Whitefield,1250.0,2.0,72.0,2
7346,Whitefield,971.0,1.0,34.385,1
7347,Whitefield,1340.0,2.0,77.0,2
7348,Whitefield,1320.0,2.0,79.5,2
7349,Whitefield,750.0,2.0,52.7,2
7350,Whitefield,1200.0,3.0,61.96,3
7357,Whitefield,3445.0,5.0,270.0,4
7358,Whitefield,1700.0,3.0,140.0,3
7359,Whitefield,4827.0,4.0,400.0,4
7360,Whitefield,1405.0,2.0,84.5,2
7362,Whitefield,3252.0,4.0,280.0,4
7364,Whitefield,1150.0,2.0,90.0,2
7365,Whitefield,2400.0,4.0,147.0,4
7367,Whitefield,624.0,1.0,35.0,1
7370,Whitefield,1700.0,3.0,95.0,3
7371,Whitefield,4960.0,4.0,400.0,4
7372,Whitefield,2928.0,4.0,198.0,4
7374,Whitefield,2700.0,5.0,175.0,3
7375,Whitefield,1216.0,2.0,84.0,2
7376,Whitefield,2882.0,5.0,204.0,4
7377,Whitefield,1840.0,3.0,140.0,3
7378,Whitefield,1778.0,3.0,122.0,3
7379,Whitefield,1400.0,2.0,80.0,2
7380,Whitefield,650.0,1.0,25.0,1
7381,Whitefield,2155.0,3.0,125.0,4
7382,Whitefield,905.0,1.0,52.0,1
7386,Whitefield,1216.0,2.0,69.06,2
7387,Whitefield,1216.0,2.0,75.0,2
7388,Whitefield,1355.0,2.0,78.0,2
7389,Whitefield,1255.0,2.0,77.0,2
7390,Whitefield,1216.0,2.0,73.0,2
7391,Whitefield,971.0,1.0,34.735,1
7395,Whitefield,1745.0,3.0,100.0,3
7396,Whitefield,3200.0,4.0,224.0,4
7398,Whitefield,825.0,1.0,44.9,1
7402,Whitefield,1870.0,3.0,138.0,3
7405,Whitefield,1862.0,3.0,125.0,3
7406,Whitefield,1655.0,3.0,113.0,3
7407,Whitefield,530.0,1.0,29.44,1
7409,Whitefield,905.0,1.0,50.0,1
7410,Whitefield,1600.0,3.0,82.0,3
7411,Whitefield,1230.0,4.0,80.0,4
7413,Whitefield,937.0,1.0,32.15,1
7414,Whitefield,905.0,1.0,52.0,1
7418,Whitefield,1216.0,2.0,83.0,2
7422,Whitefield,1355.0,3.0,76.0,2
7423,Whitefield,4075.0,5.0,226.0,4
7424,Whitefield,1216.0,2.0,75.0,2
7435,Whitefield,750.0,1.0,51.0,1
7437,Whitefield,1173.0,2.0,77.0,2
7438,Whitefield,1200.0,3.0,68.4,3
7441,Whitefield,1216.0,2.0,69.0,2
7442,Whitefield,3425.0,5.0,250.0,4
7447,Whitefield,2173.0,3.0,128.0,3
7449,Whitefield,905.0,1.0,62.0,1
7450,Whitefield,1870.0,3.0,138.0,3
7451,Whitefield,1320.0,2.0,99.26,2
7452,Whitefield,2901.0,4.0,190.0,3
